price,resid_area,room_num,age,teachers,poor_prop,airport,n_hos_beds,n_hot_rooms,rainfall,Sold,WB_Lake,WB_River,dxd
27.1,43.92,6.549,51.0,24.0,7.39,0,10.442,10.2168,26,1,0,0,125.8
20.3,43.92,5.79,58.0,24.0,15.84,1,7.606,11.1624,42,0,0,0,159.3
22.5,32.24,6.345,20.1,25.2,4.97,0,9.45,13.18,48,1,1,0,374.96
29.0,32.24,7.041,10.0,25.2,4.74,1,7.98,11.232,36,1,1,0,375.41
24.8,32.24,6.871,47.4,25.2,6.07,1,9.096,11.1984,29,0,0,1,375.01
22.0,36.09,6.59,40.4,23.9,9.5,1,9.94,12.176,21,1,0,1,90.98
26.4,36.09,6.495,18.4,23.9,8.67,1,7.928,11.2112,42,0,1,1,90.45
33.1,36.09,6.982,17.7,23.9,4.86,0,8.262,14.2648,34,0,0,0,90.77
36.1,32.18,7.236,41.1,21.6,6.93,0,6.922,10.2888,55,0,0,1,26.16
28.4,32.18,6.616,58.1,21.6,8.93,0,6.568,15.2272,22,1,0,0,12.73
33.4,32.18,7.42,71.9,21.6,6.47,1,10.668,12.2672,23,1,0,1,9.16
28.2,32.18,6.849,70.3,21.6,7.53,1,10.464,12.2256,46,1,1,1,10.2
22.8,39.9,6.635,82.5,21.6,4.54,0,7.156,11.1824,31,0,0,1,12.03
20.3,39.9,5.972,76.7,21.6,9.97,1,10.106,11.1624,51,1,0,0,9.15
16.1,39.9,4.973,37.8,21.6,12.64,0,7.322,11.1288,27,1,0,1,3.99
22.1,39.9,6.122,52.8,21.6,5.98,1,8.242,15.1768,46,1,0,1,4.78
19.4,39.9,6.023,90.4,21.6,11.72,1,6.288,13.1552,26,1,0,0,6.33
21.6,39.9,6.266,82.8,21.6,7.9,1,8.832,14.1728,33,0,0,0,11.27
23.8,39.9,6.567,87.3,21.6,9.28,1,9.576,13.1904,56,0,1,0,16.71
16.2,39.9,5.705,77.7,21.6,11.5,0,6.724,12.1296,58,1,0,1,24.17
17.8,39.9,5.914,83.2,21.6,18.33,0,7.256,12.1424,43,0,0,1,25.46
19.8,39.9,5.782,71.7,21.6,15.94,0,9.796,12.1584,50,0,0,1,26.34
23.1,39.9,6.382,67.2,21.6,10.36,0,5.562,10.1848,53,1,0,0,15.49
21.0,39.9,6.113,58.8,21.6,12.73,0,10.32,12.168,36,0,1,1,25.58
23.8,37.38,6.426,52.3,20.4,7.2,1,6.776,13.1904,48,1,0,1,42.39
23.1,37.38,6.376,54.3,20.4,6.87,1,7.762,14.1848,40,1,1,0,42.1
20.4,37.38,6.041,49.9,20.4,7.7,0,8.908,13.1632,40,1,0,0,49.56
18.5,37.38,5.708,74.3,20.4,11.74,1,6.57,15.148,25,0,0,0,49.47
25.0,37.38,6.415,40.1,20.4,6.12,0,8.6,15.2,52,0,0,1,49.25
24.6,37.38,6.431,14.7,20.4,5.08,0,7.992,15.1968,45,0,0,0,85.93
23.0,37.38,6.312,28.9,20.4,6.15,1,7.06,12.184,36,1,0,1,85.85
22.2,37.38,6.083,43.7,20.4,12.79,0,9.044,15.1776,27,0,0,0,85.86
19.3,33.24,5.868,25.8,23.1,9.97,1,9.986,10.1544,35,0,1,0,73.81
22.6,33.24,6.333,17.2,23.1,7.34,0,5.552,14.1808,53,1,0,0,73.75
19.8,33.24,6.144,32.2,23.1,9.09,0,9.396,11.1584,26,1,0,1,118.87
17.1,36.06,5.706,28.4,23.1,12.43,0,6.742,14.1368,21,1,1,0,194.37
19.4,36.06,6.031,23.3,23.1,7.83,1,7.488,14.1552,22,1,0,0,193.73
22.2,35.19,6.316,38.1,19.8,5.68,0,9.144,11.1776,34,1,0,0,173.52
20.7,35.19,6.31,38.5,19.8,6.75,1,7.514,15.1656,53,1,1,1,173.95
21.1,35.19,6.037,34.5,19.8,8.01,1,8.922,14.1688,57,1,0,0,127.75
19.5,35.19,5.869,46.3,19.8,9.8,0,10.09,15.156,53,0,0,1,74.41
18.5,35.19,5.895,59.6,19.8,10.56,1,8.27,12.148,21,0,0,1,99.22
20.6,35.19,6.059,37.3,19.8,8.51,1,8.112,14.1648,26,0,0,1,53.45
19.0,35.19,5.985,45.4,19.8,9.74,0,6.38,11.152,28,0,1,0,53.51
18.7,35.19,5.968,58.5,19.8,9.29,1,6.474,13.1496,20,0,0,0,53.39
32.7,31.52,7.241,49.3,24.5,5.49,1,6.254,13.2616,48,0,0,0,244.72
16.5,31.89,6.54,59.7,24.1,8.65,1,7.33,11.132,40,1,0,1,153.6
23.9,33.78,6.696,56.4,22.4,7.18,1,8.978,15.1912,52,1,1,1,107.66
31.2,33.78,6.874,28.1,22.4,4.61,0,10.624,11.2496,23,1,0,1,174.25
17.5,34.39,6.014,48.5,21.2,10.53,1,7.15,13.14,26,1,1,0,411.43
17.2,34.39,5.898,52.3,21.2,12.67,0,6.044,13.1376,46,1,0,1,412.13
23.1,34.15,6.516,27.7,22.1,6.36,1,8.162,12.1848,47,0,1,0,530.59
24.5,32.01,6.635,29.7,23.0,5.99,1,6.29,13.196,45,0,0,0,483.54
26.6,31.25,6.939,34.5,20.3,5.89,1,5.632,11.2128,30,0,0,0,597.93
22.9,31.25,6.49,44.4,20.3,5.98,0,7.258,15.1832,55,1,0,1,596.48
24.1,31.69,6.579,35.9,21.7,5.49,1,5.582,10.1928,45,0,0,1,1315.87
18.6,31.69,5.884,18.5,21.7,7.79,1,7.372,11.1488,50,0,0,1,1316.06
30.1,32.02,6.728,36.1,23.0,4.5,1,6.102,12.2408,40,0,1,0,2162.05
18.2,31.91,5.663,21.9,18.0,8.05,0,8.764,12.1456,34,0,0,0,1254.64
20.6,31.91,5.936,19.5,18.0,5.57,0,9.312,13.1648,53,0,0,1,1254.8
17.8,48.1,6.212,97.4,19.8,17.6,0,5.956,14.1424,39,1,0,0,1.99
21.7,48.1,6.395,91.0,19.8,13.27,0,7.034,13.1736,56,0,1,0,3.85
22.7,48.1,6.127,83.4,19.8,11.48,0,6.354,15.1816,42,0,1,1,5.42
22.6,48.1,6.112,81.3,19.8,12.67,0,0.0,14.1808,26,0,1,0,3.91
25.0,48.1,6.398,88.0,19.8,7.79,0,8.8,10.2,37,1,0,0,3.96
19.9,48.1,6.251,91.1,19.8,14.19,1,8.898,13.1592,56,0,0,1,2.73
20.8,48.1,5.362,96.2,19.8,10.19,0,8.016,14.1664,52,0,1,0,1.93
16.8,48.1,5.803,89.0,19.8,14.64,1,9.736,15.1344,57,0,1,1,1.31
21.9,48.1,8.78,82.9,19.8,5.29,0,8.038,12.1752,26,1,0,1,1.31
27.5,48.1,3.561,87.9,19.8,7.12,1,8.05,12.22,51,0,0,1,0.67
21.9,48.1,4.963,91.4,19.8,14.0,0,10.238,14.1752,58,0,1,0,0.91
23.1,48.1,3.863,100.0,19.8,13.33,0,9.962,11.1848,24,0,1,0,0.51
50.0,48.1,4.97,100.0,19.8,3.26,0,9.7,13.4,41,0,0,1,0.31
50.0,48.1,6.683,96.8,19.8,3.73,1,6.7,15.4,58,0,0,1,0.31
50.0,48.1,7.016,97.5,19.8,2.96,1,10.1,12.4,46,0,0,0,0.2
50.0,48.1,6.216,100.0,19.8,9.53,1,9.8,13.4,25,0,0,0,0.18
50.0,48.1,5.875,89.6,19.8,8.88,1,10.8,12.4,57,0,0,0,0.16
13.8,48.1,4.906,100.0,19.8,34.77,1,6.876,13.1104,56,0,0,0,0.18
13.8,48.1,4.138,100.0,19.8,37.97,0,7.076,13.1104,35,0,1,0,0.16
15.0,48.1,7.313,97.9,19.8,13.44,0,8.9,15.12,45,1,0,0,0.25
13.9,48.1,6.649,93.3,19.8,23.24,1,9.478,15.1112,26,0,0,0,0.31
13.3,48.1,6.794,98.8,19.8,21.24,1,6.066,14.1064,22,1,0,0,0.32
13.1,48.1,6.38,96.2,19.8,23.69,1,9.262,14.1048,54,0,1,0,0.36
10.2,48.1,6.223,100.0,19.8,21.78,0,7.904,11.0816,46,1,1,1,0.36
10.4,48.1,6.968,91.9,19.8,17.21,1,9.408,14.0832,21,1,0,0,0.38
10.9,48.1,6.545,99.1,19.8,21.08,0,8.618,10.0872,60,1,1,1,0.51
11.3,48.1,5.536,100.0,19.8,23.6,1,8.226,11.0904,46,0,0,1,0.58
12.3,48.1,5.52,100.0,19.8,24.56,0,6.746,15.0984,41,0,1,0,0.54
8.8,48.1,4.368,91.2,19.8,30.63,0,5.676,14.0704,25,0,0,1,0.43
7.2,48.1,5.277,98.1,19.8,30.81,0,10.144,13.0576,36,0,1,1,0.41
10.5,48.1,4.652,100.0,19.8,28.28,1,7.71,15.084,34,0,0,1,0.43
7.4,48.1,5.0,89.5,19.8,31.99,0,8.348,15.0592,54,0,1,1,0.49
10.2,48.1,4.88,100.0,19.8,30.62,0,6.104,10.0816,25,0,1,0,0.63
11.5,48.1,5.39,98.9,19.8,20.85,0,6.03,12.092,51,0,1,1,0.86
15.1,48.1,5.713,97.0,19.8,17.11,1,9.702,11.1208,20,1,0,1,1.31
23.2,48.1,6.051,82.5,19.8,18.76,1,9.664,10.1856,53,0,0,1,2.18
9.7,48.1,5.036,97.0,19.8,25.68,0,5.494,14.0776,51,0,0,0,0.95
13.8,48.1,6.193,92.6,19.8,15.17,0,9.076,14.1104,55,0,0,1,1.0
12.7,48.1,5.887,94.7,19.8,16.35,0,6.754,15.1016,40,0,0,0,0.97
13.1,48.1,6.471,98.8,19.8,17.12,0,5.762,15.1048,29,1,1,1,0.86
12.5,48.1,6.405,96.0,19.8,19.37,1,5.45,11.1,24,1,0,1,0.78
8.5,48.1,5.747,98.9,19.8,19.92,0,9.27,14.068,22,1,0,0,0.71
5.0,48.1,5.453,100.0,19.8,30.59,0,9.3,13.04,26,0,1,0,0.47
6.3,48.1,5.852,77.8,19.8,29.97,0,6.726,14.0504,42,1,0,1,0.49
5.6,48.1,5.987,100.0,19.8,26.77,1,9.212,11.0448,30,1,1,0,0.61
7.2,48.1,6.343,100.0,19.8,20.32,1,7.344,10.0576,50,1,0,0,0.59
12.1,48.1,6.404,100.0,19.8,20.31,0,5.442,14.0968,42,1,0,1,0.7
8.3,48.1,5.349,96.0,19.8,19.77,1,0.0,15.0664,40,1,0,1,0.82
8.5,48.1,5.531,85.4,19.8,27.38,0,8.47,11.068,56,1,0,0,0.65
5.0,48.1,5.683,100.0,19.8,22.98,1,7.3,14.04,38,1,0,1,0.4
11.9,48.1,4.138,100.0,19.8,23.34,1,8.538,14.0952,53,1,0,1,0.17
27.9,48.1,5.608,100.0,19.8,12.13,1,6.658,13.2232,26,0,0,1,0.27
17.2,48.1,5.617,97.9,19.8,26.4,0,6.444,12.1376,25,0,0,1,0.44
27.5,48.1,6.852,100.0,19.8,19.78,1,7.65,14.22,57,0,1,0,0.45
15.0,48.1,5.757,100.0,19.8,10.11,0,9.6,11.12,52,1,0,1,0.37
17.2,48.1,6.657,100.0,19.8,21.22,0,9.644,14.1376,44,0,0,0,0.54
17.9,48.1,4.628,100.0,19.8,34.37,0,8.358,15.1432,40,0,0,0,0.55
16.3,48.1,5.155,100.0,19.8,20.08,0,6.626,14.1304,58,0,0,1,0.62
7.0,48.1,4.519,100.0,19.8,36.98,1,6.04,12.056,40,0,0,1,0.74
7.2,48.1,6.434,100.0,19.8,29.05,0,8.644,11.0576,59,0,0,0,1.13
7.5,48.1,6.782,90.8,19.8,25.79,1,0.0,10.06,35,1,0,1,1.07
10.4,48.1,5.304,89.1,19.8,26.64,1,8.608,15.0832,60,0,1,1,0.73
8.8,48.1,5.957,100.0,19.8,20.62,0,8.476,12.0704,52,0,0,0,1.04
8.4,48.1,6.824,76.5,19.8,22.74,0,5.968,13.0672,26,1,0,0,0.95
16.7,48.1,6.411,100.0,19.8,15.02,1,6.034,13.1336,48,0,1,1,1.19
14.2,48.1,6.006,95.3,19.8,15.7,0,8.284,10.1136,29,1,0,0,1.21
20.8,48.1,5.648,87.6,19.8,14.1,0,8.916,11.1664,36,1,0,0,1.4
13.4,48.1,6.103,85.1,19.8,23.29,0,8.268,81.12,29,0,1,0,1.64
11.7,48.1,5.565,70.6,19.8,17.16,0,7.834,11.0936,57,1,0,0,1.74
8.3,48.1,5.896,95.4,19.8,24.39,1,5.566,15.0664,51,0,1,0,1.31
10.2,48.1,5.837,59.7,19.8,15.69,0,9.104,14.0816,33,1,0,0,1.54
10.9,48.1,6.202,78.7,19.8,14.52,0,7.518,11.0872,42,1,1,0,1.17
11.0,48.1,6.193,78.1,19.8,21.52,1,8.52,12.088,45,1,0,1,1.4
9.5,48.1,6.38,95.6,19.8,24.08,1,8.79,12.076,52,0,0,0,1.48
14.5,48.1,6.348,86.1,19.8,17.64,0,9.09,11.116,53,1,0,1,1.75
14.1,48.1,6.833,94.3,19.8,19.69,1,6.682,14.1128,29,1,1,0,1.88
16.1,48.1,6.425,74.8,19.8,12.03,1,8.722,10.1288,42,1,0,0,2.31
14.3,48.1,6.436,87.9,19.8,16.22,0,6.186,10.1144,46,0,1,1,2.88
11.7,48.1,6.208,95.0,19.8,15.17,0,7.834,11.0936,37,1,0,0,2.41
13.4,48.1,6.629,94.6,19.8,23.27,0,10.168,12.1072,46,0,1,1,2.03
9.6,48.1,6.461,93.3,19.8,18.05,1,6.092,10.0768,57,0,0,1,1.56
8.2,48.1,6.152,100.0,19.8,26.45,0,9.864,11.0656,60,1,0,0,1.33
8.4,48.1,5.935,87.9,19.8,34.02,1,9.568,14.0672,57,0,0,0,1.09
12.8,48.1,5.627,93.9,19.8,22.88,1,8.456,15.1024,50,0,0,0,1.08
10.5,48.1,5.818,92.4,19.8,22.11,0,7.41,12.084,38,1,0,0,1.2
17.1,48.1,6.406,97.2,19.8,19.52,1,9.242,15.1368,58,0,1,1,1.79
14.8,48.1,6.219,100.0,19.8,16.59,0,7.096,14.1184,54,0,0,1,1.61
15.4,48.1,6.485,100.0,19.8,18.85,0,6.608,14.1232,21,1,0,1,1.47
10.8,48.1,5.854,96.6,19.8,23.79,0,5.516,12.0864,34,0,1,1,1.29
11.8,48.1,6.459,94.8,19.8,23.98,1,5.336,12.0944,28,1,0,1,1.53
14.9,48.1,6.341,96.4,19.8,17.79,0,10.198,15.1192,41,0,0,0,1.81
12.6,48.1,6.251,96.6,19.8,16.44,1,9.752,11.1008,37,1,0,0,2.3
14.1,48.1,6.185,98.7,19.8,18.13,1,9.082,13.1128,52,0,0,0,2.58
13.0,48.1,6.417,98.3,19.8,19.31,1,8.06,12.104,27,0,0,0,2.24
13.4,48.1,6.749,92.6,19.8,17.44,1,9.068,13.1072,59,1,1,0,2.88
15.2,48.1,6.655,98.2,19.8,17.73,1,8.104,11.1216,41,0,0,0,3.01
16.1,48.1,6.297,91.8,19.8,17.27,0,6.722,15.1288,21,1,0,0,3.13
17.8,48.1,7.393,99.3,19.8,16.74,1,5.956,11.1424,42,1,0,1,3.53
14.4,48.1,6.728,94.1,19.8,18.71,0,5.888,14.1152,34,1,0,1,3.84
14.1,48.1,6.525,86.5,19.8,18.13,0,7.782,14.1128,36,0,0,1,3.41
12.7,48.1,5.976,87.9,19.8,19.01,0,7.154,15.1016,31,0,0,1,4.39
13.5,48.1,5.936,80.3,19.8,16.94,0,8.87,13.108,46,1,0,0,5.92
14.9,48.1,6.301,83.7,19.8,16.23,0,5.598,15.1192,39,1,0,1,5.95
20.0,48.1,6.081,84.4,19.8,14.7,1,5.4,14.16,27,0,1,0,5.42
16.4,48.1,6.701,90.0,19.8,16.42,1,9.428,12.1312,29,1,0,1,4.5
17.7,48.1,6.376,88.4,19.8,14.65,1,9.854,13.1416,24,1,0,0,4.27
19.5,48.1,6.317,83.0,19.8,13.99,0,5.89,15.156,22,0,0,1,5.52
20.2,48.1,6.513,89.9,19.8,10.29,1,8.804,15.1616,30,0,0,0,6.12
21.4,48.1,6.209,65.4,19.8,13.22,0,7.828,11.1712,55,1,1,1,7.67
19.9,48.1,5.759,48.2,19.8,14.13,0,9.998,12.1592,43,0,0,0,8.75
19.0,48.1,5.952,84.7,19.8,17.15,1,8.38,10.152,21,1,0,0,6.71
19.1,48.1,6.003,94.5,19.8,21.32,0,9.482,13.1528,21,0,1,1,4.09
19.1,48.1,5.926,71.0,19.8,18.13,0,5.882,15.1528,28,0,0,0,7.12
20.1,48.1,5.713,56.7,19.8,14.76,0,6.302,13.1608,27,1,0,0,6.27
19.9,48.1,6.167,84.0,19.8,16.29,0,5.598,12.1592,36,1,0,1,8.46
19.6,48.1,6.229,90.7,19.8,12.87,1,8.692,13.1568,52,0,1,1,9.14
23.2,48.1,6.437,75.0,19.8,14.36,1,8.464,15.1856,39,0,1,1,6.98
29.8,48.1,6.98,67.6,19.8,11.66,1,7.396,15.2384,56,0,1,1,4.08
13.8,48.1,5.427,95.4,19.8,18.14,0,9.076,11.1104,47,0,1,1,3.44
13.3,48.1,6.162,97.4,19.8,24.1,1,9.066,11.1064,27,0,1,0,2.24
16.7,48.1,6.484,93.6,19.8,18.68,1,6.134,14.1336,22,1,0,1,2.72
12.0,48.1,5.304,97.3,19.8,24.91,0,9.34,15.096,39,0,1,0,1.89
14.6,48.1,6.185,96.7,19.8,18.03,1,5.292,15.1168,60,0,1,0,2.19
21.4,48.1,6.229,88.0,19.8,13.11,0,6.128,10.1712,32,1,0,1,1.4
23.0,48.1,6.242,64.7,19.8,10.74,0,8.56,13.184,22,0,0,1,13.61
23.7,48.1,6.75,74.9,19.8,7.74,0,6.974,15.1896,46,1,0,0,12.28
25.0,48.1,7.061,77.0,19.8,7.01,0,5.5,11.2,29,0,1,0,13.45
21.8,48.1,5.762,40.3,19.8,10.42,0,9.636,14.1744,57,1,1,1,28.07
20.6,48.1,5.871,41.9,19.8,13.34,1,8.112,12.1648,31,0,1,0,19.15
21.2,48.1,6.312,51.9,19.8,10.58,0,9.024,13.1696,51,0,1,1,25.32
19.1,48.1,6.114,79.8,19.8,14.98,1,8.582,12.1528,57,0,0,0,15.74
20.6,48.1,5.905,53.2,19.8,11.45,0,8.412,11.1648,44,1,0,0,9.77
15.2,57.74,5.454,92.7,19.9,18.06,0,6.004,14.1216,28,0,0,0,1.07
7.0,57.74,5.414,98.3,19.9,23.97,0,9.84,15.056,29,1,0,0,0.91
8.1,57.74,5.093,98.0,19.9,29.68,1,9.162,10.0648,49,1,1,1,1.09
13.6,57.74,5.983,98.8,19.9,18.07,0,7.072,14.1088,47,1,0,0,1.2
20.1,57.74,5.983,83.5,19.9,13.35,1,8.902,13.1608,57,1,0,1,1.94
21.8,39.69,5.707,54.0,20.8,12.01,1,5.936,14.1744,31,1,0,1,3.17
24.5,39.69,5.926,42.6,20.8,13.59,1,8.79,11.196,47,1,0,1,3.18
23.1,39.69,5.67,28.8,20.8,17.6,0,8.462,14.1848,55,0,1,1,6.03
19.7,39.69,5.39,72.9,20.8,21.14,0,0.0,12.1576,44,0,0,1,6.09
18.3,39.69,5.794,70.6,20.8,14.1,1,5.366,14.1464,55,0,1,0,6.94
21.2,39.69,6.019,65.3,20.8,12.92,1,5.824,14.1696,32,0,0,1,3.3
17.5,39.69,5.569,73.5,20.8,15.1,0,9.85,14.14,47,1,1,0,3.31
16.8,39.69,6.027,79.7,20.8,14.33,0,6.236,14.1344,54,0,1,0,3.79
22.4,41.93,6.593,69.1,19.0,9.67,0,9.348,12.1792,27,1,1,1,3.68
20.6,41.93,6.12,76.7,19.0,9.08,1,6.612,13.1648,20,1,1,1,2.71
23.9,41.93,6.976,91.0,19.0,5.64,0,5.478,12.1912,31,1,0,0,2.19
22.0,41.93,6.794,89.3,19.0,6.48,1,7.94,15.176,47,1,0,0,3.25
19.0,41.93,6.03,80.8,19.0,7.88,1,10.28,10.152,45,1,0,0,3.89
