price,crime_rate,resid_area,room_num,age,teachers,poor_prop,rainfall,d+d,aq_x_p
17.8,8.98296,48.1,6.212,97.4,19.8,17.6,39,8.49,2.38
21.7,3.8497,48.1,6.395,91.0,19.8,13.27,56,10.02,2.33
22.7,5.20177,48.1,6.127,83.4,19.8,11.48,42,10.89,2.36
22.6,4.26131,48.1,6.112,81.3,19.8,12.67,26,10.03,2.29
25.0,4.54192,48.1,6.398,88.0,19.8,7.79,37,10.07,2.07
19.9,3.83684,48.1,6.251,91.1,19.8,14.19,56,9.18,2.26
20.8,3.67822,48.1,5.362,96.2,19.8,10.19,52,8.42,2.15
16.8,4.22239,48.1,5.803,89.0,19.8,14.64,57,7.62,2.47
21.9,3.47428,48.1,8.78,82.9,19.8,5.29,26,7.62,1.79
27.5,4.55587,48.1,3.561,87.9,19.8,7.12,51,6.45,1.95
21.9,3.69695,48.1,4.963,91.4,19.8,14.0,58,7.0,2.17
23.1,13.5222,48.1,3.863,100.0,19.8,13.33,24,6.03,1.41
50.0,4.89822,48.1,4.97,100.0,19.8,3.26,41,5.33,1.57
50.0,5.66998,48.1,6.683,96.8,19.8,3.73,58,5.42,1.7
50.0,6.53876,48.1,7.016,97.5,19.8,2.96,46,4.8,1.49
50.0,9.2323,48.1,6.216,100.0,19.8,9.53,25,4.68,1.54
50.0,8.26725,48.1,5.875,89.6,19.8,8.88,57,4.51,1.72
13.8,11.1081,48.1,4.906,100.0,19.8,34.77,56,4.7,1.63
13.8,18.4982,48.1,4.138,100.0,19.8,37.97,35,4.55,1.9
15.0,19.6091,48.1,7.313,97.9,19.8,13.44,45,5.27,1.68
13.9,15.288,48.1,6.649,93.3,19.8,23.24,26,5.38,1.89
13.3,9.82349,48.1,6.794,98.8,19.8,21.24,22,5.43,1.85
13.1,23.6482,48.1,6.38,96.2,19.8,23.69,54,5.54,1.7
10.2,17.8667,48.1,6.223,100.0,19.8,21.78,46,5.55,1.56
10.4,88.9762,48.1,6.968,91.9,19.8,17.21,21,5.67,1.79
10.9,15.8744,48.1,6.545,99.1,19.8,21.08,60,6.07,1.56
11.3,9.18702,48.1,5.536,100.0,19.8,23.6,46,6.31,1.7
12.3,7.99248,48.1,5.52,100.0,19.8,24.56,41,6.14,1.96
8.8,20.0849,48.1,4.368,91.2,19.8,30.63,25,5.76,1.75
7.2,16.8118,48.1,5.277,98.1,19.8,30.81,36,5.71,1.68
10.5,24.3938,48.1,4.652,100.0,19.8,28.28,34,5.87,1.67
7.4,22.5971,48.1,5.0,89.5,19.8,31.99,54,6.08,1.73
10.2,14.3337,48.1,4.88,100.0,19.8,30.62,25,6.36,1.99
11.5,8.15174,48.1,5.39,98.9,19.8,20.85,51,6.92,1.72
15.1,6.96215,48.1,5.713,97.0,19.8,17.11,20,7.7,1.99
23.2,5.29305,48.1,6.051,82.5,19.8,18.76,53,8.68,1.73
9.7,11.5779,48.1,5.036,97.0,19.8,25.68,51,7.08,1.92
13.8,8.64476,48.1,6.193,92.6,19.8,15.17,55,7.17,1.74
12.7,13.3598,48.1,5.887,94.7,19.8,16.35,40,7.13,1.81
13.1,8.71675,48.1,6.471,98.8,19.8,17.12,29,6.9,1.97
12.5,5.87205,48.1,6.405,96.0,19.8,19.37,24,6.7,1.9
8.5,7.67202,48.1,5.747,98.9,19.8,19.92,22,6.54,1.84
5.0,38.3518,48.1,5.453,100.0,19.8,30.59,26,5.96,1.81
6.3,9.91655,48.1,5.852,77.8,19.8,29.97,42,6.0,1.7
5.6,25.0461,48.1,5.987,100.0,19.8,26.77,30,6.36,1.71
7.2,14.2362,48.1,6.343,100.0,19.8,20.32,50,6.3,1.95
12.1,9.59571,48.1,6.404,100.0,19.8,20.31,42,6.55,1.91
8.3,24.8017,48.1,5.349,96.0,19.8,19.77,40,6.81,1.88
8.5,41.5292,48.1,5.531,85.4,19.8,27.38,56,6.43,1.7
5.0,67.9208,48.1,5.683,100.0,19.8,22.98,38,5.7,1.81
11.9,20.7162,48.1,4.138,100.0,19.8,23.34,53,4.71,1.63
27.9,11.9511,48.1,5.608,100.0,19.8,12.13,26,5.15,1.77
17.2,7.40389,48.1,5.617,97.9,19.8,26.4,25,5.82,1.26
27.5,14.4383,48.1,6.852,100.0,19.8,19.78,57,5.86,1.35
15.0,51.1358,48.1,5.757,100.0,19.8,10.11,52,5.65,1.47
17.2,14.0507,48.1,6.657,100.0,19.8,21.22,44,6.11,1.32
17.9,18.811,48.1,4.628,100.0,19.8,34.37,40,6.22,1.4
16.3,28.6558,48.1,5.155,100.0,19.8,20.08,58,6.35,1.33
7.0,45.7461,48.1,4.519,100.0,19.8,36.98,40,6.63,1.92
7.2,18.0846,48.1,6.434,100.0,19.8,29.05,59,7.34,1.6
7.5,10.8342,48.1,6.782,90.8,19.8,25.79,35,7.28,1.76
10.4,25.9406,48.1,5.304,89.1,19.8,26.64,60,6.6,1.6
8.8,73.5341,48.1,5.957,100.0,19.8,20.62,52,7.2,1.84
8.4,11.8123,48.1,6.824,76.5,19.8,22.74,26,7.17,1.82
16.7,11.0874,48.1,6.411,100.0,19.8,15.02,48,7.43,1.86
14.2,7.02259,48.1,6.006,95.3,19.8,15.7,29,7.5,2.17
20.8,12.0482,48.1,5.648,87.6,19.8,14.1,36,7.81,1.43
13.4,7.05042,48.1,6.103,85.1,19.8,23.29,29,8.09,1.56
11.7,8.79212,48.1,5.565,70.6,19.8,17.16,57,8.26,1.49
8.3,15.8603,48.1,5.896,95.4,19.8,24.39,51,7.64,1.83
10.2,12.2472,48.1,5.837,59.7,19.8,15.69,33,7.99,1.3
10.9,37.6619,48.1,6.202,78.7,19.8,14.52,42,7.45,1.8
11.0,7.36711,48.1,6.193,78.1,19.8,21.52,45,7.75,1.84
9.5,9.33889,48.1,6.38,95.6,19.8,24.08,52,7.87,1.74
14.5,8.49213,48.1,6.348,86.1,19.8,17.64,53,8.22,1.49
14.1,10.0623,48.1,6.833,94.3,19.8,19.69,29,8.35,1.28
16.1,6.44405,48.1,6.425,74.8,19.8,12.03,42,8.8,1.25
14.3,5.58107,48.1,6.436,87.9,19.8,16.22,46,9.27,1.75
11.7,13.9134,48.1,6.208,95.0,19.8,15.17,37,8.89,2.13
13.4,11.1604,48.1,6.629,94.6,19.8,23.27,46,8.5,2.27
9.6,14.4208,48.1,6.461,93.3,19.8,18.05,57,8.0,2.08
8.2,15.1772,48.1,6.152,100.0,19.8,26.45,60,7.65,1.99
8.4,13.6781,48.1,5.935,87.9,19.8,34.02,57,7.28,2.11
12.8,9.39063,48.1,5.627,93.9,19.8,22.88,50,7.27,2.16
10.5,22.0511,48.1,5.818,92.4,19.8,22.11,38,7.46,2.23
17.1,9.72418,48.1,6.406,97.2,19.8,19.52,58,8.27,2.29
14.8,5.66637,48.1,6.219,100.0,19.8,16.59,54,8.02,2.28
15.4,9.96654,48.1,6.485,100.0,19.8,18.85,21,7.91,1.98
10.8,12.8023,48.1,5.854,96.6,19.8,23.79,34,7.59,1.93
11.8,10.6718,48.1,6.459,94.8,19.8,23.98,28,7.95,2.25
14.9,6.28807,48.1,6.341,96.4,19.8,17.79,41,8.28,2.09
12.6,9.92485,48.1,6.251,96.6,19.8,16.44,37,8.79,1.92
14.1,9.32909,48.1,6.185,98.7,19.8,18.13,52,9.04,1.94
13.0,7.52601,48.1,6.417,98.3,19.8,19.31,27,8.74,2.09
13.4,6.71772,48.1,6.749,92.6,19.8,17.44,59,9.28,1.75
15.2,5.44114,48.1,6.655,98.2,19.8,17.73,41,9.42,1.75
16.1,5.09017,48.1,6.297,91.8,19.8,17.27,21,9.47,1.84
17.8,8.24809,48.1,7.393,99.3,19.8,16.74,42,9.81,1.97
14.4,9.51363,48.1,6.728,94.1,19.8,18.71,34,9.99,1.88
14.1,4.75237,48.1,6.525,86.5,19.8,18.13,36,9.74,1.77
12.7,4.66883,48.1,5.976,87.9,19.8,19.01,31,10.32,1.82
13.5,8.20058,48.1,5.936,80.3,19.8,16.94,46,11.12,2.14
14.9,7.75223,48.1,6.301,83.7,19.8,16.23,39,11.14,1.85
20.0,6.80117,48.1,6.081,84.4,19.8,14.7,27,10.87,2.07
16.4,4.81213,48.1,6.701,90.0,19.8,16.42,29,10.39,1.74
17.7,3.69311,48.1,6.376,88.4,19.8,14.65,24,10.26,1.79
19.5,6.65492,48.1,6.317,83.0,19.8,13.99,22,10.94,2.02
20.2,5.82115,48.1,6.513,89.9,19.8,10.29,30,11.21,2.14
21.4,7.83932,48.1,6.209,65.4,19.8,13.22,55,11.86,1.51
19.9,3.1636,48.1,5.759,48.2,19.8,14.13,43,12.26,1.73
19.0,3.77498,48.1,5.952,84.7,19.8,17.15,21,11.49,1.5
19.1,4.42228,48.1,6.003,94.5,19.8,21.32,21,10.16,1.18
19.1,15.5757,48.1,5.926,71.0,19.8,18.13,28,11.64,1.15
20.1,13.0751,48.1,5.713,56.7,19.8,14.76,27,11.3,1.19
19.9,4.34879,48.1,6.167,84.0,19.8,16.29,36,12.14,1.48
19.6,4.03841,48.1,6.229,90.7,19.8,12.87,52,12.39,1.01
23.2,3.56868,48.1,6.437,75.0,19.8,14.36,39,11.58,1.47
29.8,4.64689,48.1,6.98,67.6,19.8,11.66,56,10.13,1.55
13.8,8.05579,48.1,5.427,95.4,19.8,18.14,47,9.71,1.16
13.3,6.39312,48.1,6.162,97.4,19.8,24.1,27,8.82,1.47
16.7,4.87141,48.1,6.484,93.6,19.8,18.68,22,9.21,1.39
12.0,15.0234,48.1,5.304,97.3,19.8,24.91,39,8.41,1.52
14.6,10.233,48.1,6.185,96.7,19.8,18.03,60,8.68,1.6
21.4,14.3337,48.1,6.229,88.0,19.8,13.11,32,7.8,1.55
23.0,5.82401,48.1,6.242,64.7,19.8,10.74,22,13.69,0.98
23.7,5.70818,48.1,6.75,74.9,19.8,7.74,46,13.32,1.0
25.0,5.73116,48.1,7.061,77.0,19.8,7.01,29,13.64,1.24
21.8,2.81838,48.1,5.762,40.3,19.8,10.42,57,16.4,1.03
20.6,2.37857,48.1,5.871,41.9,19.8,13.34,31,14.89,1.42
21.2,3.67367,48.1,6.312,51.9,19.8,10.58,51,15.96,1.17
19.1,5.69175,48.1,6.114,79.8,19.8,14.98,57,14.18,1.39
20.6,4.83567,48.1,5.905,53.2,19.8,11.45,44,12.6,1.45
15.2,0.15086,57.74,5.454,92.7,19.9,18.06,28,7.28,1.47
7.0,0.18337,57.74,5.414,98.3,19.9,23.97,29,7.03,1.61
8.1,0.20746,57.74,5.093,98.0,19.9,29.68,49,7.29,1.53
13.6,0.10574,57.74,5.983,98.8,19.9,18.07,47,7.47,1.37
20.1,0.11132,57.74,5.983,83.5,19.9,13.35,57,8.43,1.52
21.8,0.17331,39.69,5.707,54.0,20.8,12.01,31,9.53,1.36
24.5,0.27957,39.69,5.926,42.6,20.8,13.59,47,9.52,1.28
23.1,0.17899,39.69,5.67,28.8,20.8,17.6,55,11.2,1.3
19.7,0.2896,39.69,5.39,72.9,20.8,21.14,44,11.19,1.43
18.3,0.26838,39.69,5.794,70.6,20.8,14.1,55,11.57,1.36
21.2,0.23912,39.69,6.019,65.3,20.8,12.92,32,9.63,1.28
17.5,0.17783,39.69,5.569,73.5,20.8,15.1,47,9.6,1.49
16.8,0.22438,39.69,6.027,79.7,20.8,14.33,54,9.99,1.23
22.4,0.06263,41.93,6.593,69.1,19.0,9.67,27,9.91,1.28
20.6,0.04527,41.93,6.12,76.7,19.0,9.08,20,9.15,1.37
23.9,0.06076,41.93,6.976,91.0,19.0,5.64,31,8.67,1.32
22.0,0.10959,41.93,6.794,89.3,19.0,6.48,47,9.56,1.39
19.0,0.04741,41.93,6.03,80.8,19.0,7.88,45,10.02,1.38
